CC / OVC,Company (Label),Position Country (Label),Legal Entity (Label),Physical Location (Location Name),Business unit (Label),Position Business Segment (Picklist Label),Division (Label),Employment Classification (Label),Employee Type (Label),Employment Type (Label),Job Classification (Label),Cost Center (Label),Job Title,Position Position Title (Label),Work Contract (Picklist Label),Job Function (Label)
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Sparwood,North America,Komatsu North America,Parts and Service,Contingent,Fixed Term,Temporary Contractor,Temporary Contractor,SU SPARWOOD FLD SERV,Contingent Worker - Temporary Contractor,Third Party Contractors- Trades,Direct (DL),Contingent Worker
OVC,Underground,United States,Joy Global Underground,Homer City - North East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Electrical Assembler,HC Electrical,AMNO - Electrical Assembler,HCY Electrical Assembler,Direct (DL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Lebanon - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Electrician - Trainee,Misc Elec Repair LEB,AMNO - Electrician - Trainee,Lebanon Electrician Trainee,Direct (DL),Manufacturing
OVC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Boilermaker,Fab/Rebuild Bay 3&4,Manufacturing - Boilermaker,Boilermaker,WIP Labour (WL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Mt. Vernon - Midwest Americas,Field Svc,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Salaried,LCM Representative III,MTV - LCM Service,Field Service - LCM Representative III,LCM Representative III,Salary Variable (SV),Co. Owned Distribution
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Sparwood,Manufacturing,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Mechanic,SU SPARWOOD FLD SERV,Manufacturing - Mechanic,Journeyperson Heavy Duty Mechanic,Direct (DL),Manufacturing
CC,Underground,Australia,Joy Global Australia Pty,Wollongong Soft Rock - Australia,Plan/ProjMgt,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Planner II,Operations Support,Planning/Project Management - Planner II,Planner - Maintenance and CAPEX,Indirect (IG),Planning/Project Management
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Turner,Machine Shop (W),Manufacturing - Turner,Turner,Direct (DL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Lebanon - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Electrician - Trainee,Misc Elec Repair LEB,AMNO - Electrician - Trainee,Lebanon Electrician Trainee,Direct (DL),Manufacturing
CC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Smart Svc,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Salaried,Infrastructure Engineer,CMS Prod Perf Mgmnt,Information Technology - Infrastructure Engineer I,Software Developer,Indirect (IG),Information Technology
CC,Underground,Australia,Joy Global Australia Pty,K-WACOL-WACOL - Australia,Supply Chain Division,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Sr. Logistics Coordinator,Supply & Purchasing,Supply Chain - Purchasing Team Leader,Snr. Logistics Coordinator,Indirect (IG),Supply Chain
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Ft. McMurray,Manufacturing,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Lead Worker-Hourly,SU FORT MC SHOP,Manufacturing - Lead Worker-Hourly,"Lead Hand, Welding Shop",Direct (DL),Manufacturing
OVC,US Distribution,United States,Joy Global Surface Mining,Salt Lake City,Field Svc,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Mechanic IV,UTAH SERVICE-ELKO,Mechanic IV,Mechanic IV,Direct (DL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Homer City - North East Americas,Quality,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Inspector,HC Inspection,AMNO - Inspector,HCY Inspector (GL),Direct (DL),Manufacturing Quality
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Technologist II,XT Drills,Technologist II,Technical Specialist III,Tech & Spec Sal (SE),Engineering
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Turner,Electric Motors,Manufacturing - Turner,Turner,Direct (DL),Manufacturing
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Sales,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Product Manager IV,Parts Marketing,Product Marketing - Product Manager IV,"Sr. Product & Strategic Marketing Manager, Aftermarket",Tech & Spec Sal (SE),Product Marketing
OVC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Boilermaker,Fab/Rebuild Bay 3&4,Manufacturing - Boilermaker,Boilermaker,WIP Labour (WL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Solon - Cleveland Operations,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Grinder,Gear Grinding BFG,Manufacturing - Grinder,BGR Gear Grind Operator,Direct (DL),Manufacturing
CC,Underground,United States,Joy Global Underground,Franklin - Franklin Operations,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer II,AMNO Regional Eng,Engineering - Engineer II,Engineer,Tech & Spec Sal (SE),Engineering
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,eMalahleni - Republic of South Africa,Aftrmkt Spt,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Hourly,Storeman,CPT New Denmark,Supply Chain - Storeman,Storeman,Indirect (IG),Supply Chain
OVC,Underground,Australia,Joy Global Australia Pty,Moss Vale - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Mechanical Fitter,Final Assembly,Mechanical Fitter,Mechanical Fitter,WIP Labour (WL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Homer City - North East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Electrical Assembler,HC Electrical,AMNO - Electrical Assembler,HCY Electrical Assembler,Direct (DL),Manufacturing
CC,Underground,China,Joy Global (Baotou),Baotou - Mining China,Finance,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Accountant I,Finance BT,Finance - Accountant I,Cash and GL Accountant,Full-time (U1),Finance
OVC,Underground,China,Joy Tianjin Airport Taea,Tianjin TAEA - Tianjin,Quality,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,TIANJIN CHINA HRLY Grade 7,Quality,Production- TIANJIN CHINA HRLY Grade 7,Sr. Electrical Inspector,Indirect (IG),Manufacturing
CC,Underground,United States,Joy Global Underground,Franklin - Franklin Operations,Information Technology,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Sr. IT Desktop Support Technician,IR Dept Corp Frk,Information Technology - Sr. IT Desktop Support Technician,Sr. IT Desktop Support Technician,Cler & Sten Sal (SD),Information Technology
OVC,Underground,Australia,Joy Global Australia Pty,Moss Vale - Australia,Field Svc,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Salaried,Field Service Representative III,Reg Service - Centen,Field Service - Field Service Representative III,Service Engineer - Mechanical,Direct (DL),Co. Owned Distribution
OVC,Underground,United States,Joy Global Underground,Lebanon - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Electrician - Team Leader,Misc Elec Repair LEB,AMNO - Electrician - Team Leader,Lebanon Electrician,Direct (DL),Manufacturing
OVC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,MKE Hourly Grade 9,MP Maintenance SH,MKE Hourly Grade 9,TAP Maintenance (Millwright),Indirect (IG),Manufacturing
OVC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,MKE Hourly Grade 7,Carbody -Assembly SH,Manufacturing - MKE Hourly Grade 7,Welder-Assembler,Direct (DL),Manufacturing
CC,Underground,China,Joy Global (Baotou),Daliuta - Mining China,Sales,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Sales Representative I,Baotou North Region,Sales - Sales Representative I,Sales Representative,Full-time (U1),Sales
CC,Underground,China,Joy Tianjin Airport Taea,Tianjin TAEA - Tianjin,Quality,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Quality Manager VI,China Quality,Quality Manager VI,"Senior Quality Manager, China",Full-time (U1),Manufacturing Quality
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,eMalahleni - Republic of South Africa,Field Svc,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Hourly,Assistant,Sasol CPT Contract,Field Service - Hourly Mine Site Bonus,Assistant,Direct (DL),Co. Owned Distribution
CC,CA Distribution,Canada,Joy Global (Canada) Ltd,Labrador City,Manufacturing,Komatsu North America,Selling,Temporary,Full-Time,Hourly,Temp,SU LAB CITY SELLING,Temp,Senior Account Manager,Indirect (IG),Manufacturing
OVC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Fabrication Welder II,Fabrication Duf,AMNO - Fabrication Welder II,DUF Fabrication Welder,Direct (DL),Manufacturing
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Engineering,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Senior Metallurgy Engineer,MP Tech Serv Mach,Senior Metallurgy Engineer,Senior Metallurgy Engineer,Tech & Spec Sal (SE),Engineering
OVC,US Distribution,United States,Joy Global Surface Mining,Salt Lake City,Field Svc,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Lead Technician II,UTAH SERVICE-ELKO,Lead Technician II,Lead Technician II,Direct (DL),Co. Owned Distribution
CC,CA Distribution,Canada,Joy Global (Canada) Ltd,Edmonton,Aftrmkt Spt,Komatsu North America,Parts and Service,Regular,Full-Time,Salaried,Service Administrator II,SU EDMONTON SHOP,Aftermarket Support - Service Administrator II,"Service Administrator, Senior",Indirect (IG),Aftermarket Support
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Principal Engineer I,Service Parts Shovel,Principal Engineer I,Principal Engineer,Tech & Spec Sal (SE),Engineering
OVC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Fabrication Welder II,Fabrication Duf,AMNO - Fabrication Welder II,DUF Fabrication Welder,Direct (DL),Manufacturing
OVC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,MKE Hourly Grade 8,MP Heat Treat FurnSH,Manufacturing - MKE Hourly Grade 8,Heat Treat Operator,Direct (DL),Manufacturing
CC,Underground,Poland,Joy Global (Poland) Sp,Tychy - JMM Poland,Op Ex,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Operational Excellence Leader,Tychy Production,,OPEX Manager,Employement Agr (EA),Operational Excellence
OVC,Underground,Australia,Joy Global Australia Pty,Rockhampton - Australia,Plan/ProjMgt,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Project Manager IV,Workshop Admin,Planning/Project Management - Project Manager IV,Project Manager - Longwall,,Planning/Project Management
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,eMalahleni - Republic of South Africa,Manufacturing,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Hourly,Boiler Maker,Aftermarket Maint.Ja,Manufacturing - Boiler Maker,Boilermaker,Direct (DL),Manufacturing
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,eMalahleni - Republic of South Africa,Manufacturing,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Hourly,Maintenance Person,Aftermarket Maint.Ja,Manufacturing - Maintenance Person,Semi-Skilled Fitter,Direct (DL),Manufacturing
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,eMalahleni - Republic of South Africa,Field Svc,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Salaried,Field Service Representative II,CPT Kriel,Field Service - Field Service Representative II,Field Service Technician,Tech & Spec Sal (SE),Co. Owned Distribution
CC,Corporate,United States,Komatsu Mining Corp.,Milwaukee South Harbor,Information Technology,Corporate,General & Administrative,Regular,Full-Time,Salaried,Senior Infrastructure Engineer,IT Data Center Env,Information Technology - Senior Infrastructure Engineer,Sr. SQL Database Administrator,Tech & Spec Sal (SE),Information Technology
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Supply Chain Division,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Buyer III,Fullfillment,Buyer III,Buyer-Planner II,Tech & Spec Sal (SE),Supply Chain
CC,Underground,United States,Joy Global Underground,Franklin - Franklin Operations,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Technical Engineering Specialist II,AMNO Regional Eng,Engineering - Technical Engineering Specialist II,Technical Engineering Specialist II,Indl-Mat. Handl (IC),Engineering
CC,Underground,United Kingdom,Joy Global (Uk) Limited,Worcester - United Kingdom,Quality,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer I,C&A  Applications,Engineering - Engineer I,Hardware Design Engineer,UK Permanent FT (80),Engineering
OVC,Underground,United States,Joy Global Underground,Price - Western Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Electrical Repairman - Learner,Misc Elect Rep. Well,AMNO - Electrical Repairman - Learner,WEL Electrical Repairman Learner,Direct (DL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Price - Western Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Mechanic I,Mechanical Dept Well,AMNO - Mechanic I,WEL Mechanic,Direct (DL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Price - Western Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Machinist III,Machine Shop Wellgtn,AMNO - Machinist III,WEL Machinist,Direct (DL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Price - Western Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Hydraulic Repairman,Hydraulic Wellington,AMNO - Hydraulic Repairman,WEL Hydraulic Repairman,Direct (DL),Manufacturing
CC,Underground,United States,Joy Global Underground,Lebanon - South East Americas,Human Resources,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,HR Manager IV,Human Resources LEB,HR Manager IV,"Human Resources Manager, Lebanon",Supervision Sal (SA),Human Resources
OVC,US Distribution,United States,Joy Global Surface Mining,Elko NV,Manufacturing,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Service Technician III,WELDING SRV ELKO,Service Technician III,Service Technician III,Direct (DL),Co. Owned Distribution
OVC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,MKE Hourly Grade 9,Carbody-Machining SH,Manufacturing - MKE Hourly Grade 9,Gantry Mill Operator,Direct (DL),Manufacturing
